,area,title,desc,title+desc
1309,buildings,public sector decarbonisation schemes 2022-23,installing low carbon heating in a number of dcc buildings.  replacing end of life gas boilers with air source heat pumps supported by solar pv and upgraded building management systems. projects ongoing in 5 high emission buildings in current round with further feasibility studies conducted at another 12 sites.an earlier round of this project installed heat pumps and solar pv at woodland primary school:  https://www.salixfinance.co.uk/woodland_primary_school,public sector decarbonisation schemes 2022-23. installing low carbon heating in a number of dcc buildings.  replacing end of life gas boilers with air source heat pumps supported by solar pv and upgraded building management systems. projects ongoing in 5 high emission buildings in current round with further feasibility studies conducted at another 12 sites.an earlier round of this project installed heat pumps and solar pv at woodland primary school:  https://www.salixfinance.co.uk/woodland_primary_school
1313,transport,electromobility,"2000-watt contributions: charging infrastructure for electric vehicles (https://www.stadt-zuerich.ch/energie/de/index/foerderung/alle-foerderprogramme/ladeinfrastruktur-elektrofahrzeuge.html)- the city of zurich pays subsidies for private and publicly accessible charging infrastructures. for private charging infrastructures, the subsidy amounts to up to 60% of the installation costs or a maximum of chf 150 per kilowatt of capacity. for publicly accessible charging infrastructures, the subsidy amounts to up to 60% of the installation costs or a maximum of fr. 200 per kilowatt of capacity","electromobility. 2000-watt contributions: charging infrastructure for electric vehicles (https://www.stadt-zuerich.ch/energie/de/index/foerderung/alle-foerderprogramme/ladeinfrastruktur-elektrofahrzeuge.html)- the city of zurich pays subsidies for private and publicly accessible charging infrastructures. for private charging infrastructures, the subsidy amounts to up to 60% of the installation costs or a maximum of chf 150 per kilowatt of capacity. for publicly accessible charging infrastructures, the subsidy amounts to up to 60% of the installation costs or a maximum of fr. 200 per kilowatt of capacity"
1315,land-use,produção sustentável de bezerros,o projeto tem por objetivos o estabelecimento do sistema de rastreabilidade da produção de bezerros. são também fornecida assistência  técnica para a produção sustentável e de recuperação ( adequação ambiental),produção sustentável de bezerros. o projeto tem por objetivos o estabelecimento do sistema de rastreabilidade da produção de bezerros. são também fornecida assistência  técnica para a produção sustentável e de recuperação ( adequação ambiental)
1316,waste management (including waste recycling),projet to be green - textile recycling,the aim of the projet is to raise awareness of the importance of separating textiles to recycle,projet to be green - textile recycling. the aim of the projet is to raise awareness of the importance of separating textiles to recycle
1318,water management,planta de tratamiento de aguas residuales vindobona,"este proyecto propone llevar a cabo una gestión completa y adecuada de los residuos líquidos de quito generados por la población (descargas domésticas) y actividades productivas (descargas industriales), mediante la intercepción, el transporte y el tratamiento de las aguas residuales de la ciudad, descontaminando 246 km de los ríos de quito y corrientes, minimizando los impactos que actualmente se derivan de descargas directas, mejorando la calidad de vida de la población. la infraestructura consiste en la construcción de tuberías principales de alcantarillado y colectores marginales secundarios, que transportan aguas residuales a las plantas de recuperación de agua. se instalarán interceptores, haciendo desaparecer los malos olores, mejorando la calidad del aire y la convivencia ciudadana pacífica cerca de los ríos ahora contaminados. proponer transformar las zonas de influencia degradadas de los ríos en áreas utilizables para riego y energía hidroeléctrica, así como áreas verdes para recreación y paisajismo, correctores ecológicos potenciales para la protección de la biodiversidad. además, el proyecto propone la generación de electricidad renovable mediante la construcción de tres plantas hidroeléctricas. además de convertir el proyecto en autosuficiente, la electricidad generada cambiará la venta del exceso de producción (28 mw / h) al sistema de distribución de electricidad de la ciudad o el país. esto evitará la generación termoeléctrica, lo que generará ahorros económicos al evitar el uso de combustibles fósiles y al mismo tiempo reducirá las emisiones de gases de efecto invernadero a la atmósfera. solo se ha construido una planta de recuperación de agua en el sur de la ciudad, la planta quitumbe, con una inversión de 12,5 millones de dólares","planta de tratamiento de aguas residuales vindobona. este proyecto propone llevar a cabo una gestión completa y adecuada de los residuos líquidos de quito generados por la población (descargas domésticas) y actividades productivas (descargas industriales), mediante la intercepción, el transporte y el tratamiento de las aguas residuales de la ciudad, descontaminando 246 km de los ríos de quito y corrientes, minimizando los impactos que actualmente se derivan de descargas directas, mejorando la calidad de vida de la población. la infraestructura consiste en la construcción de tuberías principales de alcantarillado y colectores marginales secundarios, que transportan aguas residuales a las plantas de recuperación de agua. se instalarán interceptores, haciendo desaparecer los malos olores, mejorando la calidad del aire y la convivencia ciudadana pacífica cerca de los ríos ahora contaminados. proponer transformar las zonas de influencia degradadas de los ríos en áreas utilizables para riego y energía hidroeléctrica, así como áreas verdes para recreación y paisajismo, correctores ecológicos potenciales para la protección de la biodiversidad. además, el proyecto propone la generación de electricidad renovable mediante la construcción de tres plantas hidroeléctricas. además de convertir el proyecto en autosuficiente, la electricidad generada cambiará la venta del exceso de producción (28 mw / h) al sistema de distribución de electricidad de la ciudad o el país. esto evitará la generación termoeléctrica, lo que generará ahorros económicos al evitar el uso de combustibles fósiles y al mismo tiempo reducirá las emisiones de gases de efecto invernadero a la atmósfera. solo se ha construido una planta de recuperación de agua en el sur de la ciudad, la planta quitumbe, con una inversión de 12,5 millones de dólares"
1319,transport,local cycling and walking infrastructure plans (lcwips),"lcwips, as set out in the government’s cycling and walking investment strategy, are a new, strategic approach to identifying cycling and walking improvements required at the local level. they enable a long-term approach to developing local cycling and walking networks, ideally over a 10 year period, and form a vital part of the government’s strategy to increase the number of trips made on foot or by cycle.the key outputs of lcwips are:- a network plan for walking and cycling which identifies preferred routes and core zones for further development,- a prioritised programme of infrastructure improvements for future investment,- a report which sets out the underlying analysis carried out and provides a narrative which supports the identified improvements and network.following completion of the walking and cycling network, previously developed outline costs for delivery of the schemes were reviewed, and costs developed for the walking and cycling routes and interventions included as a result of the consultation.aligned with scheme costing, each of the routes and interventions were considered in terms of deliverability, where a short term (less than 3 years), medium term (3 to 5 years) or long term (over 5 years) timescale were identified. the approach to allocating a timeframe was based on an understanding of the current priorities, an understanding of the complexity of each scheme and collating schemes which were connected to enable progressive infrastructure delivery.each proposed scheme was also been scored using an appraisal framework to ascertain how it met a range of criteria, using a 5-point scoring system. the following list identifies the categories that have been used to form the framework, and rationale for their inclusion. for each scheme, a score between 1 and 5 was allocated, depending on the ‘fit’ or each scheme to each criteria, with a score of 5 being allocated to best fit. given the range of criteria, both data thresholds and rationalised scoring have been used to establish the 1-5 score","local cycling and walking infrastructure plans (lcwips). lcwips, as set out in the government’s cycling and walking investment strategy, are a new, strategic approach to identifying cycling and walking improvements required at the local level. they enable a long-term approach to developing local cycling and walking networks, ideally over a 10 year period, and form a vital part of the government’s strategy to increase the number of trips made on foot or by cycle.the key outputs of lcwips are:- a network plan for walking and cycling which identifies preferred routes and core zones for further development,- a prioritised programme of infrastructure improvements for future investment,- a report which sets out the underlying analysis carried out and provides a narrative which supports the identified improvements and network.following completion of the walking and cycling network, previously developed outline costs for delivery of the schemes were reviewed, and costs developed for the walking and cycling routes and interventions included as a result of the consultation.aligned with scheme costing, each of the routes and interventions were considered in terms of deliverability, where a short term (less than 3 years), medium term (3 to 5 years) or long term (over 5 years) timescale were identified. the approach to allocating a timeframe was based on an understanding of the current priorities, an understanding of the complexity of each scheme and collating schemes which were connected to enable progressive infrastructure delivery.each proposed scheme was also been scored using an appraisal framework to ascertain how it met a range of criteria, using a 5-point scoring system. the following list identifies the categories that have been used to form the framework, and rationale for their inclusion. for each scheme, a score between 1 and 5 was allocated, depending on the ‘fit’ or each scheme to each criteria, with a score of 5 being allocated to best fit. given the range of criteria, both data thresholds and rationalised scoring have been used to establish the 1-5 score"
1322,waste management (including waste recycling),instalação de ecopontos,"o plano municipal de coleta seletiva foi finalizado, e aprovado por meio de conferência realizada em setembro de 2017. o município de campo grande possui um aterro sanitário e uma unidade de tratamento de resíduos - utr instalados, onde as cooperativas fazem o gerenciamento desses resíduos.o município possui locais de entrega voluntária (lev) para resíduos recicláveis como papéis, metais, vidros e plásticos e estão distribuídos em diferentes pontos do município. ainda, existem atualmente 5 (cinco) ecopontos em diferente regiões urbanas, que são locais de atendimento gratuito a população para recebimento diário de até 1m³ (um metro cúbico) por usuário de resíduos residenciais como eletrodomésticos, eletroeletrônicos, móveis inutilizáveis, entulhos de construção civil, galhos e podas.ressalta-se que uma das metas plano municipal de coleta seletiva é a implantação de, ao todo, 37 ecopontos no município até o ano de 2037 que, conforme projeções, atenderá 1.114.626 habitantes","instalação de ecopontos. o plano municipal de coleta seletiva foi finalizado, e aprovado por meio de conferência realizada em setembro de 2017. o município de campo grande possui um aterro sanitário e uma unidade de tratamento de resíduos - utr instalados, onde as cooperativas fazem o gerenciamento desses resíduos.o município possui locais de entrega voluntária (lev) para resíduos recicláveis como papéis, metais, vidros e plásticos e estão distribuídos em diferentes pontos do município. ainda, existem atualmente 5 (cinco) ecopontos em diferente regiões urbanas, que são locais de atendimento gratuito a população para recebimento diário de até 1m³ (um metro cúbico) por usuário de resíduos residenciais como eletrodomésticos, eletroeletrônicos, móveis inutilizáveis, entulhos de construção civil, galhos e podas.ressalta-se que uma das metas plano municipal de coleta seletiva é a implantação de, ao todo, 37 ecopontos no município até o ano de 2037 que, conforme projeções, atenderá 1.114.626 habitantes"
1323,renewable energy,a basic plan for the development of hydrogen industry in yeosu city,"it was established in 2021 as a plan to foster the hydrogen industry in yeosu-si.the main projects were the creation of a hydrogen-specialized industrial complex, attracting r&d centers, and the development and distribution of hydrogen transportation equipment","a basic plan for the development of hydrogen industry in yeosu city. it was established in 2021 as a plan to foster the hydrogen industry in yeosu-si.the main projects were the creation of a hydrogen-specialized industrial complex, attracting r&d centers, and the development and distribution of hydrogen transportation equipment"
1324,waste management (including waste recycling),food waste collection,"funds could be used to help set up a food waste program in the city. we have talked about accepting food waste at the transfer station and offering a subscription based curbside collection program. funds could pay for a consultant to plan the program, start-up costs including containers for residents, and/or costs to have a vendor pick up the food waste at the transfer station","food waste collection. funds could be used to help set up a food waste program in the city. we have talked about accepting food waste at the transfer station and offering a subscription based curbside collection program. funds could pay for a consultant to plan the program, start-up costs including containers for residents, and/or costs to have a vendor pick up the food waste at the transfer station"
1327,buildings,municipal building automation system management,evaluate and upgrading building automation systems for all municipally-owned buildings that are currently installed and provide system standardization across the network,municipal building automation system management. evaluate and upgrading building automation systems for all municipally-owned buildings that are currently installed and provide system standardization across the network
1331,renewable energy,energy savings performance contract,"contract has been signed for project implementation.  project will implement 84 energy effeciency upgrades that will reduce city government energy consumption by 27%, increase our clean energy production by 3%, and reduce our annual carbon emissions by 1600 metric tonnes.  this 5.3 million dollar project will produce 5.1 million dollars in savings over 20 years. project is funded by surplus/reserve funds","energy savings performance contract. contract has been signed for project implementation.  project will implement 84 energy effeciency upgrades that will reduce city government energy consumption by 27%, increase our clean energy production by 3%, and reduce our annual carbon emissions by 1600 metric tonnes.  this 5.3 million dollar project will produce 5.1 million dollars in savings over 20 years. project is funded by surplus/reserve funds"
1332,waste management (including waste recycling),development tps 3r,development terminal of waste management (tps-3r) will develop each village of tarakan until 2024 which was develop 8 of 20 units,development tps 3r. development terminal of waste management (tps-3r) will develop each village of tarakan until 2024 which was develop 8 of 20 units
1334,renewable energy,analyzes and demonstration,plan for converting the biomass-fired power plant to large heat pumps or similar re energy sources,analyzes and demonstration. plan for converting the biomass-fired power plant to large heat pumps or similar re energy sources
1335,buildings,getting to net zero,the getting to net zero roadmap has a number of actions that will need funding in the years to come,getting to net zero. the getting to net zero roadmap has a number of actions that will need funding in the years to come
1338,buildings,criação do departamento para gestão e manutenção da arborização urbana,"o projeto visa melhorar a situação da manutenção e do cuidado com asárvores já plantadas e estabelecidas na cidade para permitir o seudesenvolvimento adequado, e evitar transtornos à sociedade. a árvore deveser tratada como equipamento público que deve ser mantido de formaadequada pelo município, recebendo cuidados constantes, como podasregulares, utilizando técnicas corretas, tratamento fitossanitário, adubação, etc.além disso, para que a árvore não seja vista como empecilho, é precisorealizar a escolha adequada das espécies para cada local de plantio na áreaurbana, garantindo também a diversidade de espécies a serem plantadas, alémdo usufruto dos benefícios socioambientais que as árvores bem cuidadaspodem trazer aos cidadãos.para isso, foi estimado através do termo de referência de manutenção dasárvores elaborado pela amma, os custos para implantação de umdepartamento específico para gestão e manutenção da arborização urbana","criação do departamento para gestão e manutenção da arborização urbana. o projeto visa melhorar a situação da manutenção e do cuidado com asárvores já plantadas e estabelecidas na cidade para permitir o seudesenvolvimento adequado, e evitar transtornos à sociedade. a árvore deveser tratada como equipamento público que deve ser mantido de formaadequada pelo município, recebendo cuidados constantes, como podasregulares, utilizando técnicas corretas, tratamento fitossanitário, adubação, etc.além disso, para que a árvore não seja vista como empecilho, é precisorealizar a escolha adequada das espécies para cada local de plantio na áreaurbana, garantindo também a diversidade de espécies a serem plantadas, alémdo usufruto dos benefícios socioambientais que as árvores bem cuidadaspodem trazer aos cidadãos.para isso, foi estimado através do termo de referência de manutenção dasárvores elaborado pela amma, os custos para implantação de umdepartamento específico para gestão e manutenção da arborização urbana"
1342,water management,provision of storm water drain network,to increase the area under adaptation measures across the city,provision of storm water drain network. to increase the area under adaptation measures across the city
1343,renewable energy,provision of renewable energy installations in various wastewater treatment and stormwater drainage facilities,"installations of renewable energy in wastewater treatment and stormwater drainage facilities:phase 1the projects involve provision of renewable energy installations in various wastewater treatment and stormwater drainage facilities.  the installations include a combined heat and power generating system, micro-turbine generating system and photovoltaic systems.phase 2the projects involve provision of renewable energy installations in various wastewater treatment facilities.  the installations include facilities for food waste/ sewage sludge co-digestion, hydro-turbine generating system and photovoltaic systems.phase 3the projects involve provision of renewable energy installations in various wastewater treatment facilities.  the installations include those which harness (i) waste heat of combined heat and power generators, (ii) hydropower arising from sewage flow, and (iii) solar energy.phase 4the projects involve provision of renewable energy installations in various wastewater treatment facilities.  the installations include facilities for increasing capacity of food waste/ sewage sludge co-digestion, digestion of imported sludge, hydro-turbine generating system, combined heat and power generating system and photovoltaic systems.phase 5the projects involve provision of pilot floating photovoltaic systems in suitable water bodies","provision of renewable energy installations in various wastewater treatment and stormwater drainage facilities. installations of renewable energy in wastewater treatment and stormwater drainage facilities:phase 1the projects involve provision of renewable energy installations in various wastewater treatment and stormwater drainage facilities.  the installations include a combined heat and power generating system, micro-turbine generating system and photovoltaic systems.phase 2the projects involve provision of renewable energy installations in various wastewater treatment facilities.  the installations include facilities for food waste/ sewage sludge co-digestion, hydro-turbine generating system and photovoltaic systems.phase 3the projects involve provision of renewable energy installations in various wastewater treatment facilities.  the installations include those which harness (i) waste heat of combined heat and power generators, (ii) hydropower arising from sewage flow, and (iii) solar energy.phase 4the projects involve provision of renewable energy installations in various wastewater treatment facilities.  the installations include facilities for increasing capacity of food waste/ sewage sludge co-digestion, digestion of imported sludge, hydro-turbine generating system, combined heat and power generating system and photovoltaic systems.phase 5the projects involve provision of pilot floating photovoltaic systems in suitable water bodies"
1346,water management,fábrica da água,"the municipality intends to transform the two wastewater treatment stations (wwtp) in the city of porto into water factories, through the adoption of the best available technologies and with the aim of improving the efficiency of the process. the expected results consist of energy savings of 8 gwh/year; in the production of renewable energy of 17 gwh/year (biomethane, promoting the use of by-products from the treatment process); the reduction of co2 emissions by 20%; the production of 14,000 tonnes/year of biocompost (through the use of sludge); and reuse of 20% of treated waste water, as a way of reducing the need for potable water","fábrica da água. the municipality intends to transform the two wastewater treatment stations (wwtp) in the city of porto into water factories, through the adoption of the best available technologies and with the aim of improving the efficiency of the process. the expected results consist of energy savings of 8 gwh/year; in the production of renewable energy of 17 gwh/year (biomethane, promoting the use of by-products from the treatment process); the reduction of co2 emissions by 20%; the production of 14,000 tonnes/year of biocompost (through the use of sludge); and reuse of 20% of treated waste water, as a way of reducing the need for potable water"
1347,water management,provision of surface water,"the clean water needs of bontang city are increasing year by year in line with the increasing population and the rapid development of the city of bontang. to fulfill the needs of clean water, bontang city currently relies heavily on underground raw water sources for residents and for industrial purposes where continuous groundwater extraction makes it less environmentally friendly because it will cause a decrease in ground water level which will eventually lead to water intrusion the sea.bontang city does not have a surface water source that has a large enough flow to serve the daily needs of the community. the biggest source of surface water in the city of bontang and guaranteed to continue to exist is sea water, which is currently not maximally utilized. sea water can be used as a source of raw water to be used as clean water through a desalination process. construction for the desalization of seawater is very necessary to overcome the dependence of ground water which has been used for raw water","provision of surface water. the clean water needs of bontang city are increasing year by year in line with the increasing population and the rapid development of the city of bontang. to fulfill the needs of clean water, bontang city currently relies heavily on underground raw water sources for residents and for industrial purposes where continuous groundwater extraction makes it less environmentally friendly because it will cause a decrease in ground water level which will eventually lead to water intrusion the sea.bontang city does not have a surface water source that has a large enough flow to serve the daily needs of the community. the biggest source of surface water in the city of bontang and guaranteed to continue to exist is sea water, which is currently not maximally utilized. sea water can be used as a source of raw water to be used as clean water through a desalination process. construction for the desalization of seawater is very necessary to overcome the dependence of ground water which has been used for raw water"
1348,renewable energy,generación de energía eléctrica para los gobiernos municipales integrantes de la jirco y fomento agropecuario para el sur de jalisco,"generar energía eléctrica a partir de fuentes renovables para los gobiernos municipales integrantes de la jirco, a través de lo cual, los ahorros obtenidos permitan financiar actividades agropecuarias rentables y bajas en emisiones de gases de efecto invernadero, además de acciones ambientales de alto beneficio social","generación de energía eléctrica para los gobiernos municipales integrantes de la jirco y fomento agropecuario para el sur de jalisco. generar energía eléctrica a partir de fuentes renovables para los gobiernos municipales integrantes de la jirco, a través de lo cual, los ahorros obtenidos permitan financiar actividades agropecuarias rentables y bajas en emisiones de gases de efecto invernadero, además de acciones ambientales de alto beneficio social"
1349,transport,council fleet electrification,"the council is currently exploring options for the electrification of our fleet vehicles. this will involve a complete shift from fossil fuel burning vehicles, to ev models over the next 5-10 years. we are currently scoping locations to install ev infrastructure, focusing on main council sites, with the plan to roll this out further when more funding is identified. an initial pilot for ev fleet vehicles will take place this year, trialling a small number (5-10) of vehicles to evaluate the impact on service delivery","council fleet electrification. the council is currently exploring options for the electrification of our fleet vehicles. this will involve a complete shift from fossil fuel burning vehicles, to ev models over the next 5-10 years. we are currently scoping locations to install ev infrastructure, focusing on main council sites, with the plan to roll this out further when more funding is identified. an initial pilot for ev fleet vehicles will take place this year, trialling a small number (5-10) of vehicles to evaluate the impact on service delivery"
1351,waste management (including waste recycling),closure strategy and abandonment of final waste disposal sites in 3 municipalities,"closure of the final disposal sites of yahualica de gonzález gallo, cañadas de obregón and mexticacán. studies, works, equipment. there is already an inter-municipal landfill","closure strategy and abandonment of final waste disposal sites in 3 municipalities. closure of the final disposal sites of yahualica de gonzález gallo, cañadas de obregón and mexticacán. studies, works, equipment. there is already an inter-municipal landfill"
1354,energy efficiency (including public lighting),led lighting upgrade,"upgrading lighting across our estate e.g. car parks, open spaces","led lighting upgrade. upgrading lighting across our estate e.g. car parks, open spaces"
1356,water management,smart sewer scada system,sewer district's scada system provides sensors and pumps to redirect water with the sewer from areas of overflow to areas with capacity.https://www.msdgc.org/projects/smart_sewers/index.html,smart sewer scada system. sewer district's scada system provides sensors and pumps to redirect water with the sewer from areas of overflow to areas with capacity.https://www.msdgc.org/projects/smart_sewers/index.html
1357,renewable energy,decarbonizing energy grid,"decarbonizing mumbai’s energy grid and building energy-efficient and climate resilient infrastructure.the city will work to decarbonize the energy grid, increase proportion of renewable energy and improve climate-resilient buildings in mumbai. this priority directly aligns with the paris agreement. to tackle mumbai’s energy sector emissions, the approach addresses both the supply side – increasing re– and the demand side – improving energy efficiency (ee). the impact of this action will reduce the overall carbon emissions and heat effects, enabling good health for all residents of the city. achieving this priority implies increasing the availability of re mix-energy generation, improving energy efficiency in new and existing infrastructure, promoting green buildings, integrating passive design strategies for thermal comfort in all affordable housing projects and ensuring equity in energy access","decarbonizing energy grid. decarbonizing mumbai’s energy grid and building energy-efficient and climate resilient infrastructure.the city will work to decarbonize the energy grid, increase proportion of renewable energy and improve climate-resilient buildings in mumbai. this priority directly aligns with the paris agreement. to tackle mumbai’s energy sector emissions, the approach addresses both the supply side – increasing re– and the demand side – improving energy efficiency (ee). the impact of this action will reduce the overall carbon emissions and heat effects, enabling good health for all residents of the city. achieving this priority implies increasing the availability of re mix-energy generation, improving energy efficiency in new and existing infrastructure, promoting green buildings, integrating passive design strategies for thermal comfort in all affordable housing projects and ensuring equity in energy access"
1361,transport,installation of electric vehicle charging infrastructure,establish ev charging stations in strategic locations within the city,installation of electric vehicle charging infrastructure. establish ev charging stations in strategic locations within the city
1362,transport,continuidad de bulevares,"ampliación bulevar avenida central: extender el bulevar de la avenida central desde calle 11 a calle 19 para la ampliación de espacios peatonales en la mejora de la movilidad peatonal (costo: 950 000 000 colones).bulevar calle 2: conectar la avenida central con la  estación al pacífico para la promoción de la movilidad peatonal y ciclista y el fortalecimiento económico del sur de la ciudad (costo no definido aún).coordinación interinstitucional: mopt, acueductos y alcantarillados aya, instituto costarricense de electricidad ice, compañía nacional de fuerza y luz cnfl, comercio, dueños prediales, en relación con la ejecución y avance de obra","continuidad de bulevares. ampliación bulevar avenida central: extender el bulevar de la avenida central desde calle 11 a calle 19 para la ampliación de espacios peatonales en la mejora de la movilidad peatonal (costo: 950 000 000 colones).bulevar calle 2: conectar la avenida central con la  estación al pacífico para la promoción de la movilidad peatonal y ciclista y el fortalecimiento económico del sur de la ciudad (costo no definido aún).coordinación interinstitucional: mopt, acueductos y alcantarillados aya, instituto costarricense de electricidad ice, compañía nacional de fuerza y luz cnfl, comercio, dueños prediales, en relación con la ejecución y avance de obra"
1363,buildings,"kuststad 2025,  a coastal city 2025","the port's move eastwards frees up large attractive areas where trelleborg municipality plans for new coastal districts. here the municipality plans housing with different types of leasing, premises for service and activities, experiences and with more than 5 km quayside accessible to local residents and visitors, the central city is connected directly to the sea.  the new districts are important for increasing migration, achieving  population targets, strengthening tax power and strengthening trelleborg as a regional core according to the regional development strategy. in order to enable the expansion of new districts in the old port area, a new entrance to the port from the east and a new eastern ring road are planned. in connection with the new port entrance, check-in, parking space of trucks and cars, logistics center, etc. are planned. the entire area is more than 180 ha.  business center trelleborg (bct) is also included. here, the municipality plans for companies, including knowledge-intensive companies that benefit from the unique location characteristics that are directly adjacent to sweden's second largest freight port and scandinavia's largest ro-ro port and with the possibility of transhipment between shipping, road and rail.  the investments to build this area and also raise it to a climate-safe level above sea level with a view to future sea level rises, amount to billions and in several parts trelleborg municipality receives grants from eu funds","kuststad 2025,  a coastal city 2025. the port's move eastwards frees up large attractive areas where trelleborg municipality plans for new coastal districts. here the municipality plans housing with different types of leasing, premises for service and activities, experiences and with more than 5 km quayside accessible to local residents and visitors, the central city is connected directly to the sea.  the new districts are important for increasing migration, achieving  population targets, strengthening tax power and strengthening trelleborg as a regional core according to the regional development strategy. in order to enable the expansion of new districts in the old port area, a new entrance to the port from the east and a new eastern ring road are planned. in connection with the new port entrance, check-in, parking space of trucks and cars, logistics center, etc. are planned. the entire area is more than 180 ha.  business center trelleborg (bct) is also included. here, the municipality plans for companies, including knowledge-intensive companies that benefit from the unique location characteristics that are directly adjacent to sweden's second largest freight port and scandinavia's largest ro-ro port and with the possibility of transhipment between shipping, road and rail.  the investments to build this area and also raise it to a climate-safe level above sea level with a view to future sea level rises, amount to billions and in several parts trelleborg municipality receives grants from eu funds"
1364,energy efficiency (including public lighting),contribution à la mise en place d'une microcentrale  hydroélectrique malapoundje,"l'action consistera à contribuer à la construction d'une centrale hydroélectrique d'une capacité d'environ 880kw sur le site de malapoundjé. cette centrale permettra de fournir selon les prévisions d'eneo cameroun toute la commune en énergie électrique durable. aujourd'hui, le projet projet est à la phase de recherche de financement .suite à cette phase suivront  07 autres phases: l'apd, et dao, recrutement des partenaires, préparation des dao, l’étude d'exécution, le bouclage de financement, le recrutement des prestataires, le démarrage des travaux et mise en service de la microcentrale","contribution à la mise en place d'une microcentrale  hydroélectrique malapoundje. l'action consistera à contribuer à la construction d'une centrale hydroélectrique d'une capacité d'environ 880kw sur le site de malapoundjé. cette centrale permettra de fournir selon les prévisions d'eneo cameroun toute la commune en énergie électrique durable. aujourd'hui, le projet projet est à la phase de recherche de financement .suite à cette phase suivront  07 autres phases: l'apd, et dao, recrutement des partenaires, préparation des dao, l’étude d'exécution, le bouclage de financement, le recrutement des prestataires, le démarrage des travaux et mise en service de la microcentrale"
1365,renewable energy,fast track solar permitting,"the houston permitting center offers expedited solar panel permitting for residential properties. this incentive has helped encourage the increased adoption of solar panel installations over the past four years. the city is also working with the national renewable energy laboratory to pilot using its streamlined solarapp for permitting residential home solar projects. the mayor has committed to piloting solarapp, and the mayor's office of resilience and sustainability is working with houston public works on this effort","fast track solar permitting. the houston permitting center offers expedited solar panel permitting for residential properties. this incentive has helped encourage the increased adoption of solar panel installations over the past four years. the city is also working with the national renewable energy laboratory to pilot using its streamlined solarapp for permitting residential home solar projects. the mayor has committed to piloting solarapp, and the mayor's office of resilience and sustainability is working with houston public works on this effort"
1367,sustainable food consumption/production,sustainable agricultural land,"to create food security, agricultural land is needed that is owned and managed by the city government","sustainable agricultural land. to create food security, agricultural land is needed that is owned and managed by the city government"
1368,transport,safe and interesting transportation environment: piloting ai and people together,"at the moment, we can calculate driver danger index which describes traffic environment for drivers based on e.g. speed limits and traffic accidents. in this project we want to form a similar index for cyclists and pedestrians. for this, we will identify unsafe spots within city's transportation infrastructure, both in the city centre and suburbans, by utilizing ai recognition and data from traffic monitoring cameras.  this way we can get accurate data from cycling and walking safety. the index will be constructed based on cyclist and pedestrian numbers, road conditions and near misses (= ”almost accidents”) recognized by ai.we have already had one pilot before with a service provider. however, it was limited to a small area, so now we wish to expand it to cover the whole road network of tampere. the project is a part of city's new four year old program carbon neutral actions","safe and interesting transportation environment: piloting ai and people together. at the moment, we can calculate driver danger index which describes traffic environment for drivers based on e.g. speed limits and traffic accidents. in this project we want to form a similar index for cyclists and pedestrians. for this, we will identify unsafe spots within city's transportation infrastructure, both in the city centre and suburbans, by utilizing ai recognition and data from traffic monitoring cameras.  this way we can get accurate data from cycling and walking safety. the index will be constructed based on cyclist and pedestrian numbers, road conditions and near misses (= ”almost accidents”) recognized by ai.we have already had one pilot before with a service provider. however, it was limited to a small area, so now we wish to expand it to cover the whole road network of tampere. the project is a part of city's new four year old program carbon neutral actions"
1369,waste management (including waste recycling),facility upgrades to support citywide organics (greenery) collection mandated by senate bill 1383,"the outlook includes expenditures to address senate bill 1383 compliance efforts. in september2016, governor brown signed into law senate bill 1383 (sb 1383) establishing methane emissionsreduction targets in a statewide effort to reduce emissions of short-lived climate pollutants. sb 1383establishes targets of a 50.0 percent reduction in the level of the statewide disposal of organic wastefrom 2020, with a 75.0 percent reduction by 2025. sb 1383 requires the city to have an adoptedordinance and enforcement mechanism by january 1, 2022. complete implementation of sb 1383requirements will be phased over several years, and include the addition of 107.47 fte by fy 2027,including sanitation drivers 2s, utility workers, code compliance officers, recycling specialist andother supervisory positions; reporting software, consultant costs, and marketing and educationoutreach. a new budget bill, sb 170, includes $60.0 million for grants to local jurisdictions to assist inimplementation of sb 1383. however, the bill has no details on how funds would be allocated tojurisdictions and the provisions of the grant are yet to be determined. therefore, revenue associatedwith this grant is not included in the outlook period","facility upgrades to support citywide organics (greenery) collection mandated by senate bill 1383. the outlook includes expenditures to address senate bill 1383 compliance efforts. in september2016, governor brown signed into law senate bill 1383 (sb 1383) establishing methane emissionsreduction targets in a statewide effort to reduce emissions of short-lived climate pollutants. sb 1383establishes targets of a 50.0 percent reduction in the level of the statewide disposal of organic wastefrom 2020, with a 75.0 percent reduction by 2025. sb 1383 requires the city to have an adoptedordinance and enforcement mechanism by january 1, 2022. complete implementation of sb 1383requirements will be phased over several years, and include the addition of 107.47 fte by fy 2027,including sanitation drivers 2s, utility workers, code compliance officers, recycling specialist andother supervisory positions; reporting software, consultant costs, and marketing and educationoutreach. a new budget bill, sb 170, includes $60.0 million for grants to local jurisdictions to assist inimplementation of sb 1383. however, the bill has no details on how funds would be allocated tojurisdictions and the provisions of the grant are yet to be determined. therefore, revenue associatedwith this grant is not included in the outlook period"
