,area,title,desc,title+desc
1080,waste management,"implementación de acciones que permitan el compostaje de los residuos biodegradables producidos en el cantón y procesarlos en las mismas instalaciones, creando subproductos para jardinería","este proyecto tiene como finalidad reducir la cantidad de residuos orgánicos enviados al relleno sanitarios y consecuentemente reducir las emisiones de gases de efecto invernadero por disposición de esos residuos. el gobierno local ha implementado desde 2019 el proyecto de compostaje en casa mediante la entrega de composteras rotativas caseras. para la ejecución de este proyecto se tiene un contrato con la empresa 360 soluciones verdes.este proyecto ha brindado tratamiento local a los residuos orgánicos domiciliares, evitando el envío de residuos orgánicos al relleno sanitarioeste, busca darle tratamiento local a los residuos de jardinería generados por la limpieza de parques y espacios públicos del cantón","implementación de acciones que permitan el compostaje de los residuos biodegradables producidos en el cantón y procesarlos en las mismas instalaciones, creando subproductos para jardinería. este proyecto tiene como finalidad reducir la cantidad de residuos orgánicos enviados al relleno sanitarios y consecuentemente reducir las emisiones de gases de efecto invernadero por disposición de esos residuos. el gobierno local ha implementado desde 2019 el proyecto de compostaje en casa mediante la entrega de composteras rotativas caseras. para la ejecución de este proyecto se tiene un contrato con la empresa 360 soluciones verdes.este proyecto ha brindado tratamiento local a los residuos orgánicos domiciliares, evitando el envío de residuos orgánicos al relleno sanitarioeste, busca darle tratamiento local a los residuos de jardinería generados por la limpieza de parques y espacios públicos del cantón"
1083,water management,mejoramiento en la red de almacenamiento de agua del acueducto municipal de zarcero,se pretende mejorar la capacidad de almacenamiento del acueducto municipal mediante la construcción de un tanque de almacenamiento de agua potable de 300m3,mejoramiento en la red de almacenamiento de agua del acueducto municipal de zarcero. se pretende mejorar la capacidad de almacenamiento del acueducto municipal mediante la construcción de un tanque de almacenamiento de agua potable de 300m3
1084,waste management,adquisición de compostera automatizada para el tratamiento de residuos orgánicos del sector comercial del cantón de zarcero,se pretende la compra de 8 composteras automatizadas para el tratamiento de 800 kilos diarios de residuos orgánicos provenientes del sector comercial del cantón,adquisición de compostera automatizada para el tratamiento de residuos orgánicos del sector comercial del cantón de zarcero. se pretende la compra de 8 composteras automatizadas para el tratamiento de 800 kilos diarios de residuos orgánicos provenientes del sector comercial del cantón
1115,waste recycling,cajamarca y anaime verde y sostenible,"el proyecto pretende implementar educación ambiental, rutas de recolección selectivas, construir y dotar una planta de aprovechamiento de biomasa (compostaje) con área de almacenamiento, adquirir vehículos para las rutas, ademas de la implementación de un fuerte componente de comunicación y dialogo con la comunidad y organizaciones sociales, privadas y públicas","cajamarca y anaime verde y sostenible. el proyecto pretende implementar educación ambiental, rutas de recolección selectivas, construir y dotar una planta de aprovechamiento de biomasa (compostaje) con área de almacenamiento, adquirir vehículos para las rutas, ademas de la implementación de un fuerte componente de comunicación y dialogo con la comunidad y organizaciones sociales, privadas y públicas"
1117,water management,mejoramiento del sistema de regadio de areas verdes del distrito,"el proyecto contempla ser ejecutado en el plazo de 3 meses desde setiembre del 2020. con la canalización en piedra de 1.2 km de canal. la construcción de 3 reservorios de 150 m3, instalación de 2 desarenadores, así como la renovación de las tapas de los canales","mejoramiento del sistema de regadio de areas verdes del distrito. el proyecto contempla ser ejecutado en el plazo de 3 meses desde setiembre del 2020. con la canalización en piedra de 1.2 km de canal. la construcción de 3 reservorios de 150 m3, instalación de 2 desarenadores, así como la renovación de las tapas de los canales"
1119,waste recycling,cañas te quiero limpia,"cañas te quiero limpia, es un proyecto de reciclaje que cuanta con 10 años de implementación, más cuenta con una debilidad, ya que no se cuenta con la infraestructura necesaria (centro de acopio), para realizar las albores de separación, compactación y comercialización","cañas te quiero limpia. cañas te quiero limpia, es un proyecto de reciclaje que cuanta con 10 años de implementación, más cuenta con una debilidad, ya que no se cuenta con la infraestructura necesaria (centro de acopio), para realizar las albores de separación, compactación y comercialización"
1132,water management,proyecto integral del rescate del río cupatitzio,"este proyecto de mejoramiento urbano integral y aprovechamiento de la ribera del río, rescata el cauce y su entorno natural, para propiciar una mayor integración a la dinámica urbana, además es un proyecto que favorece el turismo, promueve la cultura y la educación","proyecto integral del rescate del río cupatitzio. este proyecto de mejoramiento urbano integral y aprovechamiento de la ribera del río, rescata el cauce y su entorno natural, para propiciar una mayor integración a la dinámica urbana, además es un proyecto que favorece el turismo, promueve la cultura y la educación"
1148,transport,rehabilitación y ampliación marginal de ciclovias,the project consists in rehabilitating and extending several cycle paths in the main avenues of the city,rehabilitación y ampliación marginal de ciclovias. the project consists in rehabilitating and extending several cycle paths in the main avenues of the city
1149,waste management,construcción de una planta de valorización de residuos de construcción y demolición (rcd),"a pilot plant will be implemented to treat and reuse the construction and demolition waste of a lima metropolitan percentage (mainly from north lima) through operations such as crushing and mixing with other types of waste in certain proportions with the objective of producing artificial soil or tecnosol with specific characteristics that will depend on the use that has been planned. in this way, the restoration of degraded soils, the riverbed, the maintenance of parks and gardens, among other benefits for the city can be carried out. likewise, ensure the eradication of the places of inappropriate final disposal of solid waste, as well as the recovery of degraded areas for said cause, under the criteria established for each case by the health authority","construcción de una planta de valorización de residuos de construcción y demolición (rcd). a pilot plant will be implemented to treat and reuse the construction and demolition waste of a lima metropolitan percentage (mainly from north lima) through operations such as crushing and mixing with other types of waste in certain proportions with the objective of producing artificial soil or tecnosol with specific characteristics that will depend on the use that has been planned. in this way, the restoration of degraded soils, the riverbed, the maintenance of parks and gardens, among other benefits for the city can be carried out. likewise, ensure the eradication of the places of inappropriate final disposal of solid waste, as well as the recovery of degraded areas for said cause, under the criteria established for each case by the health authority"
1153,buildings,"acondicionamiento de ecoeficiencia al palacio municipal de la municipalidad metropolitana de lima, lima cercado","carry out actions and establish measures that seek to minimize and prevent environmental pollution, by making the use of materials and supplies that are used within the public institution much more efficient.elaborate eco-efficiency diagnosis in order to implement the eco-efficiency measures as part of the evaluation of the improvement opportunities identified.an inventory will be made for each floor of the municipal palace in order to determine the eco-efficiency measures to be applied, in accordance with the sd. n ° 009-2009-minam and its modification ds. no. 011-2011-minam; in relation to:1. savings of paper and related materials2. electric power saving3. water saving4. segregation and recycling of solid waste.implement ecoefficiency measures that in turn can include technological and organizational innovations to provide a better public service","acondicionamiento de ecoeficiencia al palacio municipal de la municipalidad metropolitana de lima, lima cercado. carry out actions and establish measures that seek to minimize and prevent environmental pollution, by making the use of materials and supplies that are used within the public institution much more efficient.elaborate eco-efficiency diagnosis in order to implement the eco-efficiency measures as part of the evaluation of the improvement opportunities identified.an inventory will be made for each floor of the municipal palace in order to determine the eco-efficiency measures to be applied, in accordance with the sd. n ° 009-2009-minam and its modification ds. no. 011-2011-minam; in relation to:1. savings of paper and related materials2. electric power saving3. water saving4. segregation and recycling of solid waste.implement ecoefficiency measures that in turn can include technological and organizational innovations to provide a better public service"
1154,energy efficiency / retrofit,transición a edificios públicos sustentables de la ciudad de méxico,"desarrollar diagnósticos energéticos en inmuebles de la administración pública, que permitan identificar los sistemas de consumo de energía con mayor potencial de reconversión para posteriormente sustituir dichos sistemas por equipos de alta eficiencia, además, de manera simultánea, se capacitará a los usuarios y operadores de los edificios para crear un sistema integral de la gestión de la energía","transición a edificios públicos sustentables de la ciudad de méxico. desarrollar diagnósticos energéticos en inmuebles de la administración pública, que permitan identificar los sistemas de consumo de energía con mayor potencial de reconversión para posteriormente sustituir dichos sistemas por equipos de alta eficiencia, además, de manera simultánea, se capacitará a los usuarios y operadores de los edificios para crear un sistema integral de la gestión de la energía"
1155,energy efficiency / retrofit,sustitución de refrigeradores domésticos,"sustitución y chatarrización de  525,596 refrigeradores con antigüedad sea mayor a 15 años, lo que permitirá obtener beneficios sociales, económicos y ambientales por la reducción de consumo de energía eléctrica","sustitución de refrigeradores domésticos. sustitución y chatarrización de  525,596 refrigeradores con antigüedad sea mayor a 15 años, lo que permitirá obtener beneficios sociales, económicos y ambientales por la reducción de consumo de energía eléctrica"
1156,renewable energy,bono solar,"el proyecto bono solar contempla la instalación de 600 techos solares foto voltaicos en viviendas del sector subsidiado y su objetivo es demostrar la viabilidad técnica, operativa y financiera del esquema (utilizar el subsidio eléctrico residencial para financiar la compra e instalación de sistemas fotovoltaicos) de tal forma que se pueda escalar a una fase de mayor inversión en ciudad de méxico (150,000 techos).el proyecto, aún se encuentra en estudio preliminar, por lo que no se tiene un monto estimado de la inversión inicial y costo total","bono solar. el proyecto bono solar contempla la instalación de 600 techos solares foto voltaicos en viviendas del sector subsidiado y su objetivo es demostrar la viabilidad técnica, operativa y financiera del esquema (utilizar el subsidio eléctrico residencial para financiar la compra e instalación de sistemas fotovoltaicos) de tal forma que se pueda escalar a una fase de mayor inversión en ciudad de méxico (150,000 techos).el proyecto, aún se encuentra en estudio preliminar, por lo que no se tiene un monto estimado de la inversión inicial y costo total"
1157,waste recycling,producción de biodiésel,"aprovechamiento energético del aceite de cocina caracterizado como residuo, a partir del cual se busca generar 2,100 m 3 /año de biodiésel. este proyecta la sustitución del 0.15% anual de diésel proveniente de fuentes de energía fósiles, buscando mitigar 6000 toneladas de bióxido de carbono","producción de biodiésel. aprovechamiento energético del aceite de cocina caracterizado como residuo, a partir del cual se busca generar 2,100 m 3 /año de biodiésel. este proyecta la sustitución del 0.15% anual de diésel proveniente de fuentes de energía fósiles, buscando mitigar 6000 toneladas de bióxido de carbono"
1158,waste recycling,instalación y operación de una planta de biogás en la central de abasto de la ciudad de méxico (ceda),"procesamiento de 180,000 toneladas de residuos orgánicos al año, contemplando una generación de 3.5 a 7.0 millones de metros cúbicos de biometano, con una capacidad instalada de 1.6 a 3.1 mw, generando de 5.2 a 18.1 gwh por año. alcanzando la mitigación de al menos 3 mil toneladas de bióxido de carbono equivalentes al año","instalación y operación de una planta de biogás en la central de abasto de la ciudad de méxico (ceda). procesamiento de 180,000 toneladas de residuos orgánicos al año, contemplando una generación de 3.5 a 7.0 millones de metros cúbicos de biometano, con una capacidad instalada de 1.6 a 3.1 mw, generando de 5.2 a 18.1 gwh por año. alcanzando la mitigación de al menos 3 mil toneladas de bióxido de carbono equivalentes al año"
1159,renewable energy,nixtamalización con energía solar,"en la ciudad de méxico se consume un total de 352,000 toneladas de maíz al año destinadas a la producción de tortillas; de este modo, el proceso de nixtamalización significa un consumo entre 704 y 1,056 miles de toneladas de gas lp por año, con un costo de 14,040 a 21,120 millones de pesos y la emisión entre 2.1 y 3.2 millones de toneladas de co2 anuales. por lo anterior y para mejorar la rentabilidad de micro, pequeñas y medianas empresas dedicadas a la nixtamalización, la ciudad de méxico  impulsará durante 2019 la transición de fuentes fósiles de energía a energía solar en por lo menos 240 pequeñas y medianas empresas nixtamalizadoras con operaciones en la ciudad de méxico a través de un financiamiento con tasa preferencial del 6%, para la inversión destinada a la adquisición de sistemas de calentamiento solar de agua y brindará asesoría técnica y financiera.aún no se cuenta con el costo total y la inversión necesaria del proyecto","nixtamalización con energía solar. en la ciudad de méxico se consume un total de 352,000 toneladas de maíz al año destinadas a la producción de tortillas; de este modo, el proceso de nixtamalización significa un consumo entre 704 y 1,056 miles de toneladas de gas lp por año, con un costo de 14,040 a 21,120 millones de pesos y la emisión entre 2.1 y 3.2 millones de toneladas de co2 anuales. por lo anterior y para mejorar la rentabilidad de micro, pequeñas y medianas empresas dedicadas a la nixtamalización, la ciudad de méxico  impulsará durante 2019 la transición de fuentes fósiles de energía a energía solar en por lo menos 240 pequeñas y medianas empresas nixtamalizadoras con operaciones en la ciudad de méxico a través de un financiamiento con tasa preferencial del 6%, para la inversión destinada a la adquisición de sistemas de calentamiento solar de agua y brindará asesoría técnica y financiera.aún no se cuenta con el costo total y la inversión necesaria del proyecto"
1160,waste management,change fuels from waste collection fleet,"rio de janeiro has a project for changing the fuel type from the waste collection fleet, managed by comlurb, a municipal company responsible for waste management","change fuels from waste collection fleet. rio de janeiro has a project for changing the fuel type from the waste collection fleet, managed by comlurb, a municipal company responsible for waste management"
1162,outdoor lighting,led street lighting,"develop a public-private partnership to improve, modernize and increase outdoor lighting in the city, aiming to use led lamps city-wide","led street lighting. develop a public-private partnership to improve, modernize and increase outdoor lighting in the city, aiming to use led lamps city-wide"
1163,energy efficiency / retrofit,energy efficiency in municipal schools,"a study was developed by the world bank on opportunities and costs for energy and water efficiency and solar power use in municipal schools buildings. rio de janeiro has more than 1400 schools buildings and this project would have a great impact. the study is in its second phase, looking for business models that would allow it to be implemented","energy efficiency in municipal schools. a study was developed by the world bank on opportunities and costs for energy and water efficiency and solar power use in municipal schools buildings. rio de janeiro has more than 1400 schools buildings and this project would have a great impact. the study is in its second phase, looking for business models that would allow it to be implemented"
1167,waste management,recicla sampa,"a primeira central de compostagem do programa feiras e jardins sustentáveis, chamada de pátio piloto da lapa foi criado para evitar que resíduos orgânicos (frutas, legumes e verduras) coletados nas feiras livres de são paulo sejam descartados em aterros sanitários. pelo projeto, o material será reciclado e transformado em adubo ecológico. o equipamento serve de referência para outros pátios e quatro centrais de compostagem que serão implantados na cidade. a iniciativa é uma realização da secretaria de serviços, por meio da autoridade municipal de limpeza urbana (amlurb), em parceria com a prefeitura regional da lapa e a empresa inova, responsável pelos serviços de limpeza nas regiões norte, oeste e central do município. localizado em uma área de três mil metros quadrados na subprefeitura da lapa, o pátio piloto vem recebendo, desde setembro, cerca de 35 toneladas semanais de resíduos orgânicos, coletados em 26 feiras da região.está na hora de superarmos mais um deles, a partir de mobilização e trabalho conjunto para aumentar a quantidade de resíduos sólidos reciclados em nossa cidade. com a participação de todos, são paulo, um dos maiores centros urbanos do planeta, pode se tornar exemplo de sucesso para o brasil e para o mundo na área. para isso, foi criado o movimento recicla sampa, uma iniciativa das concessionárias de resíduos da cidade: loga e ecourbis, com apoio institucional da prefeitura de são paulo, através da autoridade municipal de limpeza urbana, a amlurb.a meta é bastante factível: reduzir em 500 mil toneladas o montante de resíduos enviados aos aterros municipais no período de quatro anos, conforme consta do plano de metas da prefeitura de são paulo para 2020.o recicla sampa é uma iniciativa para promover educação ambiental e ampliar a conscientização da população acerca da importância de tratar com mais responsabilidade os resíduos que geramos. seus objetivos estão totalmente integrados às políticas nacional e municipal de resíduos sólidos. a meta (24) é reduzir em 500 mil toneladas o volume de lixo destinado aos aterros.em 2017, o volume total destinado no município a esses locais foi de 3.763.592 toneladas. número que já representa redução de 126.912 toneladas em relação à média anual aferida entre 2013 e 2016.mas é possível reduzir muito mais no futuro. as potencialidades são do tamanho de são paulo. enquanto cerca de 40% dos resíduos gerados pelos paulistanos poderiam estar sendo reciclados, apenas 7% o são atualmente","recicla sampa. a primeira central de compostagem do programa feiras e jardins sustentáveis, chamada de pátio piloto da lapa foi criado para evitar que resíduos orgânicos (frutas, legumes e verduras) coletados nas feiras livres de são paulo sejam descartados em aterros sanitários. pelo projeto, o material será reciclado e transformado em adubo ecológico. o equipamento serve de referência para outros pátios e quatro centrais de compostagem que serão implantados na cidade. a iniciativa é uma realização da secretaria de serviços, por meio da autoridade municipal de limpeza urbana (amlurb), em parceria com a prefeitura regional da lapa e a empresa inova, responsável pelos serviços de limpeza nas regiões norte, oeste e central do município. localizado em uma área de três mil metros quadrados na subprefeitura da lapa, o pátio piloto vem recebendo, desde setembro, cerca de 35 toneladas semanais de resíduos orgânicos, coletados em 26 feiras da região.está na hora de superarmos mais um deles, a partir de mobilização e trabalho conjunto para aumentar a quantidade de resíduos sólidos reciclados em nossa cidade. com a participação de todos, são paulo, um dos maiores centros urbanos do planeta, pode se tornar exemplo de sucesso para o brasil e para o mundo na área. para isso, foi criado o movimento recicla sampa, uma iniciativa das concessionárias de resíduos da cidade: loga e ecourbis, com apoio institucional da prefeitura de são paulo, através da autoridade municipal de limpeza urbana, a amlurb.a meta é bastante factível: reduzir em 500 mil toneladas o montante de resíduos enviados aos aterros municipais no período de quatro anos, conforme consta do plano de metas da prefeitura de são paulo para 2020.o recicla sampa é uma iniciativa para promover educação ambiental e ampliar a conscientização da população acerca da importância de tratar com mais responsabilidade os resíduos que geramos. seus objetivos estão totalmente integrados às políticas nacional e municipal de resíduos sólidos. a meta (24) é reduzir em 500 mil toneladas o volume de lixo destinado aos aterros.em 2017, o volume total destinado no município a esses locais foi de 3.763.592 toneladas. número que já representa redução de 126.912 toneladas em relação à média anual aferida entre 2013 e 2016.mas é possível reduzir muito mais no futuro. as potencialidades são do tamanho de são paulo. enquanto cerca de 40% dos resíduos gerados pelos paulistanos poderiam estar sendo reciclados, apenas 7% o são atualmente"
1168,transport,placas para o transporte ativo,"placas para o transporte ativo: o objetivo do projeto é criar facilidades, através de comunicação visual e universal, para que as pessoas possam se locomover a pé e pedalar com mais eficiência, conforto e agilidade pelas ruas de belo horizonte. através da implementação de sinalizações específicas e focado em quem está caminhando e pedalando, o projeto visa encurtar as distâncias entre pontos específicos da cidade para otimizar os deslocamentos do transporte ativo na cidade. inicialmente, o projeto será implementado no centro da cidade","placas para o transporte ativo. placas para o transporte ativo: o objetivo do projeto é criar facilidades, através de comunicação visual e universal, para que as pessoas possam se locomover a pé e pedalar com mais eficiência, conforto e agilidade pelas ruas de belo horizonte. através da implementação de sinalizações específicas e focado em quem está caminhando e pedalando, o projeto visa encurtar as distâncias entre pontos específicos da cidade para otimizar os deslocamentos do transporte ativo na cidade. inicialmente, o projeto será implementado no centro da cidade"
1170,transport,zonas de 30 km,"zonas de 30 km: implantação de cinco novos zonas de 30 km, com medidas de acalmia do tráfego (vagas “zigzag”, áreas verdes em adaptações de vias, sinalização com sinalização horizontal e vertical e algumas câmeras de limite de velocidade) e móveis urbanos com reciclagem paletes e pneus usados. a primeira zona de 30 km em belo horizonte será implementada em 2016, como um projeto piloto, resultado da solutions (http://www.urban-mobility-solutions.eu/). todas as áreas propostas fazem parte da área central de belo horizonte e integram o mapa colaborativo produzido pelas oficinas de ciclistas que indicaram soluções urbanas para as bicicletas. a sociedade civil também sugeriu essa medida (zona de 30 km) para incorporar ao plano de mobilidade urbana sustentável de belo horizonte (planmob-bh) em um processo participativo em 2014 (iv conferência urbana). uma espécie de ação ganha-ganha, este projeto pode estimular modos de transporte de caminhada e ciclo e melhorar o espaço público e o ambiente local","zonas de 30 km. zonas de 30 km: implantação de cinco novos zonas de 30 km, com medidas de acalmia do tráfego (vagas “zigzag”, áreas verdes em adaptações de vias, sinalização com sinalização horizontal e vertical e algumas câmeras de limite de velocidade) e móveis urbanos com reciclagem paletes e pneus usados. a primeira zona de 30 km em belo horizonte será implementada em 2016, como um projeto piloto, resultado da solutions (http://www.urban-mobility-solutions.eu/). todas as áreas propostas fazem parte da área central de belo horizonte e integram o mapa colaborativo produzido pelas oficinas de ciclistas que indicaram soluções urbanas para as bicicletas. a sociedade civil também sugeriu essa medida (zona de 30 km) para incorporar ao plano de mobilidade urbana sustentável de belo horizonte (planmob-bh) em um processo participativo em 2014 (iv conferência urbana). uma espécie de ação ganha-ganha, este projeto pode estimular modos de transporte de caminhada e ciclo e melhorar o espaço público e o ambiente local"
1171,transport,infraestrutura de ciclismo:,"infraestrutura de ciclismo: implementação de 150 km de ciclovias e ciclovias (mapear aqui: https://drive.google.com/file/d/0b3tqa2yarwrackxaekzxcwpkcfk/view) totalmente integrado ao transporte público. esses 150 km são 36% da rede de ciclos planejada no planmob-bh (plano de mobilidade urbana sustentável de belo horizonte) com um total de 410 km. a contribuição da tipologia de projetos de ciclo foi discutida com ciclistas que produziram um relatório com suas questões para cada rua, e é o resultado de um acordo com a sociedade civil (ciclista) e setor público (município) que cada infraestrutura de ciclo precisa ser discutida com sociedade civil antes da implementação","infraestrutura de ciclismo:. infraestrutura de ciclismo: implementação de 150 km de ciclovias e ciclovias (mapear aqui: https://drive.google.com/file/d/0b3tqa2yarwrackxaekzxcwpkcfk/view) totalmente integrado ao transporte público. esses 150 km são 36% da rede de ciclos planejada no planmob-bh (plano de mobilidade urbana sustentável de belo horizonte) com um total de 410 km. a contribuição da tipologia de projetos de ciclo foi discutida com ciclistas que produziram um relatório com suas questões para cada rua, e é o resultado de um acordo com a sociedade civil (ciclista) e setor público (município) que cada infraestrutura de ciclo precisa ser discutida com sociedade civil antes da implementação"
1172,transport,observatório de mobilidade urbana,"observatório de mobilidade urbana (novo website e ferramentas): desde 2013, belo horizonte conta com um observatório de mobilidade urbana, baseado em indicadores para avaliar os resultados do plano de mobilidade urbana sustentável de belo horizonte e um grupo de 64 stakeholders (incluindo movimentos sociais, universidades, associações técnicas, instituições públicas de outros setores, etc.). o site atual (www.bhtrans.gov.br/observatorio) possui algumas seções para disseminar informações (biblioteca, páginas de indicadores) e para estimular a discussão (pareceres críticos) sobre os problemas e soluções da mobilidade urbana. o conteúdo deste projeto é melhorar este site com novas ferramentas como uma biblioteca digital com navegador, fichas informativas sobre boas práticas, uma plataforma para receber idéias da sociedade civil baseada em mapas e uma edição digital do balanço de mobilidade urbana, uma relatório anual com o resultado de indicadores-chave. o grupo de indicadores utilizados pelo observatório inclui questões ambientais, como emissões globais e locais, e é muito útil para avaliar também a eficácia do pregee - plano de redução de emissões de gases de efeito estufa","observatório de mobilidade urbana. observatório de mobilidade urbana (novo website e ferramentas): desde 2013, belo horizonte conta com um observatório de mobilidade urbana, baseado em indicadores para avaliar os resultados do plano de mobilidade urbana sustentável de belo horizonte e um grupo de 64 stakeholders (incluindo movimentos sociais, universidades, associações técnicas, instituições públicas de outros setores, etc.). o site atual (www.bhtrans.gov.br/observatorio) possui algumas seções para disseminar informações (biblioteca, páginas de indicadores) e para estimular a discussão (pareceres críticos) sobre os problemas e soluções da mobilidade urbana. o conteúdo deste projeto é melhorar este site com novas ferramentas como uma biblioteca digital com navegador, fichas informativas sobre boas práticas, uma plataforma para receber idéias da sociedade civil baseada em mapas e uma edição digital do balanço de mobilidade urbana, uma relatório anual com o resultado de indicadores-chave. o grupo de indicadores utilizados pelo observatório inclui questões ambientais, como emissões globais e locais, e é muito útil para avaliar também a eficácia do pregee - plano de redução de emissões de gases de efeito estufa"
1173,energy efficiency / retrofit,escolas solares,"o objetivo é avançar, a partir da base proporcionada pelo estudo da accenture, no sentido de desenvolvimento de um “como fazer” uma escola solar. neste sentido, está sendo desenvolvido um estudo de caso, tendo como referência o edital da cemig 2018 voltado para projetos de escolas municipais e que pretende desenvolver as seguintes ações em uma escola específica:•	retrofiting para melhoria da eficiência energética da edificação;•	demonstração dos resultados;•	etiquetagem no programa procel-edifica;•	avaliação dos benefícios à comunidade;•	avaliação pós-ocupação;•	identificação das rotinas de manutenção e potencial de melhoria de eficiência e economia também nas rotinas administrativas ligadas à eficiência energética","escolas solares. o objetivo é avançar, a partir da base proporcionada pelo estudo da accenture, no sentido de desenvolvimento de um “como fazer” uma escola solar. neste sentido, está sendo desenvolvido um estudo de caso, tendo como referência o edital da cemig 2018 voltado para projetos de escolas municipais e que pretende desenvolver as seguintes ações em uma escola específica:•	retrofiting para melhoria da eficiência energética da edificação;•	demonstração dos resultados;•	etiquetagem no programa procel-edifica;•	avaliação dos benefícios à comunidade;•	avaliação pós-ocupação;•	identificação das rotinas de manutenção e potencial de melhoria de eficiência e economia também nas rotinas administrativas ligadas à eficiência energética"
1175,waste management,projeto pev's nas escolas,"projeto pev's nas escolas - o projeto consiste na implantação de pontos de entrega voluntárias de resíduos nas escolas da rede municipal em parceria com associação de catadores, assim como a realização de educação ambiental com os professores e alunos. o valor do projeto contempla o espaço reciclando atitudes, que compõe desde a limpeza do local, pintura do muro, plantio, aplicação de materiais recicláveis com jardinagem, elaboração de arte de rua no muro, instalação da caixa coletora de coleta seletiva e oito big bags para armazenamento do resíduo","projeto pev's nas escolas. projeto pev's nas escolas - o projeto consiste na implantação de pontos de entrega voluntárias de resíduos nas escolas da rede municipal em parceria com associação de catadores, assim como a realização de educação ambiental com os professores e alunos. o valor do projeto contempla o espaço reciclando atitudes, que compõe desde a limpeza do local, pintura do muro, plantio, aplicação de materiais recicláveis com jardinagem, elaboração de arte de rua no muro, instalação da caixa coletora de coleta seletiva e oito big bags para armazenamento do resíduo"
