Questionnaire Name,Account Number,Account Name,Country,CDP Region,Sector,Title,Description
Cities 2020,35872,Municipality of Recife,Brazil, Latin America,,,"REESTRUTURAÇÃO E AMPLIAÇÃO DO VIVEIRO FLORESTAL DO JARDIM BOTÂNICO DO RECIFE:Um viveiro é um espaço estruturado, com suas próprias características, onde há a produção, manejo e proteção de mudas, ate que estas tenham idade e tamanho suficientes para resistirem em condições reais de campo. São ambientes cujas instalações recriam as condições semelhantes que a natureza oferece para que as sementes germinem, até que estejam prontas para suportar viagens, o plantio ou a recria, nos locais onde viverão definitivamente. Seja qual for sua função, todo viveiro torna possível a arborização urbana das cidades, a re-cuperação de áreas degradadas, a pesquisa, além da criação de uma consciência ecológica e crítica sobre o ambiente em que vivemos.No Jardim Botânico do Recife, o viveiro florestal produz, principalmente, mudas de espécies nativas voltadas para a arborização urbana da cidade. Porém, um diagnóstico da situação atual identificou problemas no funcionamento do viveiro, prejudicando a produção de mudas  e a qualidade do serviço oferecido. Dentre esses problemas, pode-se destacar como os mais significantes: 1. área de produção restrita; 2. número insuficiente de pessoal de campo; 3. irrigação manual; 4. ausência de pessoal qualificado para coleta de sementes, gerando redução na qualidade e quantidade de sementes e espécies utilizadas; 5. desorganização física, gerando má utilização da área e, consequente diminuição da oferta de mudas; 6. ausência de veículo próprio e recursos para insumos, causando descontinuidade dos serviços e levando ao não cumprimento do planejamento. Com base neste diagnóstico, foi constatada a real necessidade de um plano de ação que vise ampliar e reestruturar o viveiro florestal do Jardim Botânico do Recife para que ele possa responder de forma eficiente os diversos fins impostos pela instituição e pela Secretaria de Meio Ambiente da Prefeitura do Recife.Objetivos:- Produzir 42 mil mudas de espécies nativas da mata atlântica anuais, visando suprir as necessidades do Plano de arborização urbana da cidade do Recife;- Utilizar a estrutura do viveiro florestal como estratégia ecopedagógica para os visitantes do Jardim Botânico do Recife, proporcionando divulgação de conhecimento sobre os usos e importância das espécies de mata atlântica reproduzidas no viveiro florestal;- Produzir conhecimento científico através de experimentos de germinação e desenvolvimento de espécies da mata atlântica, principalmente daquelas inseridas na lista de espécies ameaçadas de extinção."
Cities 2020,35872,Municipality of Recife,Brazil, Latin America,Waste management,,"BUEIROS INTELIGENTESA produção diária de lixo constitui grande problema para as grandes cidades brasileiras. Ainda que o sistema de coleta tenha sofrido consideráveis melhorias nos últimos anos, como a coleta seletiva por exemplo, muitas vezes ele se mostra ineficiente. O resultado disso é o frequente acúmulo de resíduos não degradáveis em lugares inapropriados, como os bueiros e bocas de lobo. O entupimento das vias de escoamento diminui a vazão de água das chuvas, causando enchentes. Quando não param nos postos de visita (bueiros), que fazem parte da rede de esgoto da cidade, esse lixo se destina aos córregos e aos rios, poluindo-os e facilitando o transbordamento de suas águas em épocas de cheias. Muito embora parte dessa poluição seja decorrente das vias de esgoto irregulares e da não totalidade do tratamento de esgoto, o lixo das ruas é também grande responsável pela degradação dos córregos e dos rios. Rios poluídos e enchentes causam transtornos à população e ao trânsito, comprometendo imóveis e até perda de vidas. O Recife possui cerca de 1500 km de rede de galerias e canaletas que compõem o sistema de drenagem do município. Por ser uma cidade que se encontra praticamente ao nível do mar, e por já vivenciar alguns efeitos oriundos da mudança do clima, o Recife sofre com a incidência de alagamentos em postos específicos. Quando chove, a situação tende a piorar nesses locais. Uma ação de limpeza de galerias e canaletas realizada recentemente pela Prefeitura em uma única rua de um bairro da cidade mostrou que em apenas um dia de operação, 45 toneladas de resíduos foram retirados. Desta forma, torna-se desejável aplicação de medidas que evitem que esses resíduos cheguem à rede de drenagem da cidade. Conhecida como ""bueiros inteligentes"", a tecnologia oferece uma solução eficiente para a resolução dessa problemática. Trata-se de um filtro que é colocado nos bueiros da cidade, apresentando-se como barreiras físicas e impedido que os resíduos escoem. Acoplado à esse mecanismo, são instalados sensores que indicam o volume de lixo retido no filtro. Essa informação é acompanhada pela empresa de limpeza urbana da cidade através de um aplicativo/software, que envia uma equipe responsável para fazer o esvaziamento do filtro.Essa tecnologia garante uma maior rapidez na limpeza dos bueiros, na medida em que, com ela, os trabalhadores conseguem completar o serviço em 5 a 10 minutos, enquanto que o método de limpeza tradicional dura de 40 a 50 minutos. Tal fato acarreta em mais bueiros sendo limpos em um menor espaço de tempo na cidade, levando a uma redução de gastos públicos. Além disso, em virtude da natureza dos resíduos que acabam indo parar nas canaletas e bueiros serem objetos plásticos, esses materiais podem ser encaminhados para sua devida reciclagem.Aliado à essas ações, a Prefeitura deverá realizar atividades de conscientização e de educação ambiental para a população a fim de diminuir, principalmente, o hábito de jogar lixo nas ruas.Para este projeto, almeja-se a aplicação dessa tecnologia em um bairro da cidade do Recife, totalizando 213 bueiros."
Cities 2020,35872,Municipality of Recife,Brazil, Latin America,Transport,,"CICLOFAIXAS PARA O CLIMAO projeto tem como objetivo principal incrementar a cidade do Recife com um sistema cicloviário eficiente, que atenda ao Plano Diretor Cicloviário da Região Metropolitana do Recife e ao Plano de Redução de GEE do Recife (Plano de Baixo Carbono), com ações que preveem a implementação de ciclovias arborizadas. Por esta razão, serão priorizadas as vias cicláveis estruturantes da cidade, garantindo a arborização destas e, desta forma, diminuir as ilhas de calor e as emissões de GEE do município.Esta ação garantirá a execução de 100% da rede cicloviária complementar prevista no Plano Cicloviário e de 100% da meta do Plano de Baixo Carbono, assegurando que 22.220 tCO2e  deixem de ser emitidas devido às ciclovias implementadas e 550 tCO2e devido à arborização, totalizando 22.770 tCO2e de mitigação anualmente."
Cities 2020,35873,Medellín,Colombia, Latin America,Transport,,
Cities 2020,35873,Medellín,Colombia, Latin America,Waste management,,
Cities 2020,35880,Municipality of Porto Alegre,Brazil, Latin America,"Other, please specify: Oportunidades para Parcerias Público Privadas (PPPs)",Concessões públicas,"A atual gestão aposta nas concessões e nas PPPs para entregar melhores serviços à população. Além da PPP da Iluminação Pública, que prevê a modernização de 100% da rede com lâmpadas LED nos próximos 2 anos, os porto-alegrenses também recuperaram o sentimento de pertencimento à cidade com a reaproximação às margens do Lago Guaíba. Em junho de 2018, foi entregue o parque urbano da Orla Moacyr Scliar e, este ano, teve início as obras no trecho 3, que compreende a foz do Arroio Dilúvio, até o início do Parque Gigante. Suspenso devido à pandemia, será relançado em breve o edital para concessão, por 35 anos, do trecho 2, onde deverá ser instalada uma roda-gigante de no mínimo 80 metros de altura. A área compreende 134,4 mil metros quadrados e 850 metros de extensão, mais faixa de água, que vai da Rótula das Cuias até o Anfiteatro Pôr do Sol. São empreendimentos que darão aos porto-alegrenses mais lazer, quadras esportivas, vestiários, a maior pista de skate da América Latina, estacionamento, restaurantes e ações culturais. Também está em curso o edital do trecho 1 da Orla, que inclui o Parque Harmonia e tem como uma das premissas básicas a preservação das áreas verdes e a realização de projetos sustentáveis. A licitação está marcada para 31/08/2020 e tem como critério de julgamento o maior valor de outorga, com lance mínimo R$ 200 mil. O edital, construído com apoio do Instituto Semeia, prevê um investimento de cerca de R$ 30 milhões para a construção de infraestrutura obrigatória. A arquitetura das construções deve ser pensada com premissas sustentáveis, com intervenção mínima ao meio ambiente e paisagem. O edital prevê ainda a realização de campanhas de sensibilização, de modo a estimular a preservação dos ambientes naturais e a redução do volume de resíduos produzidos. Também está em andamento o processo de concessão do Mercado Público de Porto Alegre, a estruturação da concessão para a u niversalização do saneamento básico, entre outras oportunidades de parcerias já executadas (como as dos relógios de ruas, das placas de rua e do Auditório Araujo Vianna) ou em processo de homologação (como a da Unidade de Saúde Animal Victória)."
Cities 2020,35880,Municipality of Porto Alegre,Brazil, Latin America,Waste management,,"Porto Alegre poderá ser a primeira capital com legislação específica para logística reversa. Em 10/07/2020, a Prefeitura encaminhou à Câmara Municipal quatro projetos que instituem a Política Municipal de Logística Reversa (LR) de embalagens; de lâmpadas, pilhas, baterias e eletrônicos; de pneus; e o descarte e destinação de medicamentos. Se aprovados, Porto Alegre poderá ser a primeira capital brasileira a ter legislação ampla e específica para implementação de logística reversa, tendo como diretriz o princípio ambiental do poluidor-pagador. Além disso, em 05/08/2020, foi anunciado o financiamento de R$ 4,4 milhões do Banco Regional de Desenvolvimento do Extremo Sul (BRDE) para realizar estudos para implantar rede de manejo para tratar duas mil toneladas/dia de resíduos sólidos urbanos. O objetivo é escolher rota tecnológica mais sustentável e adequada ao sistema de manejo de resíduos sólidos urbanos do município, a partir de desenvolvimento de projetos de engenharia de centrais para tratamento dos resíduos. Atualmete, os resíduos gerados são encaminhados ou para as 17 Unidades de Triagem de recicláveis ou para o Aterro Sanitário de Minas do Leão, localizado a mais de 100 km da Capital."
Cities 2020,35880,Municipality of Porto Alegre,Brazil, Latin America,Buildings,Terrários Urbanos: trasformação de pequenas áreas públicas ociosas em pocketparks sustentáveis,"Transformar áreas públicas ociosas de até 500 m² em espaços sustentáveis de lazer, convivência e contato com a natureza. É isto que prevê o Decreto 20.652/2020, que institui os Terrários Urbanos e estimula a ativação de áreas públicas residuais com serviços e comércio. Inspirados no modelo de pocketparks (mini parques) de Nova Iorque, o objetivo transformar áreas sem uso e com baixo valor comercial em locais que atraiam a população. Porto Alegre possui cerca de 300 áreas residuais ociosas de propriedade municipal. Por não estarem sendo utilizados, estes espaços muitas vezes são invadidos ou usados para descarte irregular de resíduos. Assim como os parklets de Porto Alegre, a intenção é ressignificar a relação das pessoas com a cidade e incentivar o empreendedorismo e a geração de emprego e renda a partir do lançamento de editais para ativação destas áreas, criando uma nova opção para a qualificação da paisagem urbana, atendendo a princípios de sustentabilidade O Poder Público permitirá o uso do espaço, que será de livre acesso da população. Em contrapartida, o permissionário arcará com os custos de manutenção do espaço, que será por ele vitalizado. O Terrário Urbano é composto de espaço aberto e fechado e pode ter área total de até 500 m². Os projetos deverão contemplar medidas de sustentabilidade, com utilização de materiais construtivos, mobiliário urbano e demais equipamentos fabricados com materiais ecológicos; plantio de flora nativa do Estado; uso racional da água por meio de sistemas de irrigação eficientes ou reuso; utilização de formas alternativas de energia; medidas que visem à redução da formação de ilhas de calor, como paredes e telhados verdes e uso de formas alternativas de drenagem, como jardins de chuva. Além de contribuírem para evitar a impermeabilização do solo, colaborando para o sistema de drenagem, os terrários também podem contribuir com o aumento da segurança urbana, pois estimulam o fluxo de pessoas em áreas sem utilização. Sem data definida para o lançamento, a primeira área ociosa que deve ter edital piloto de permissão de uso é o localizado na avenida Lucas de Oliveira, 1.831. O projeto resulta da parceria entre poder público e o Pacto Alegre (Unisinos, Ufrgs, Pucrs, sociedade e iniciativa privada para tornar a capital gaúcha referência em inovação e qualidade de vida."
Cities 2020,35880,Municipality of Porto Alegre,Brazil, Latin America,Energy efficiency / retrofit,Luz do Saber,"Implantar projeto de eficiência energéticas nas 99 escolas da rede municipal de ensino e ampliar o projeto para outros prédios públicos do município é o que prevê o projeto Luz do Saber. A Felicity / GIZ disponibilizou, sem custos à prefeitura, por meio de um termo de cooperação, consultoria técnica especializada para a construção do projeto. A iniciativa faz parte dos programas estruturantes da administração, e prevê a instalação de painéis para captar a luz solar, lâmpadas de LED e outras iniciativas que irão gerar economia na conta de luz e reduzir a emissão de gases de efeito estufa. Mais detalhes sobre o projeto serão divulgados pelo município oportunamente."
Cities 2020,35880,Municipality of Porto Alegre,Brazil, Latin America,Buildings,Rooftops Sustentáveis,"Decreto de agosto de 2020 incentiva a implementação de áreas sustentáveis de lazer, convívio e contemplação em terraços de edifícios residenciais e comerciais de Porto Alegre. O objetivo é que os “rooftops sustentáveis” contribuam para a redução dos efeitos das ilhas de calor, ajudem a reter água da chuva, e tragam maior confortos térmico e acústico para as edificações, reduzindo as emissões de GEE. As coberturas dos edifícios que tiverem elementos de sustentabilidade contemplados não serão consideradas uma área adensável, ou seja, não entrarão no cálculo da altura quando vinculadas à área condominial, estimulando sua instalação. A proposta também pretende incentivar a utilização comercial das coberturas, com instalação de cafeterias e restaurantes em prédios comerciais, como é comum em grandes cidades do mundo, como Nova York, Paris, Londres e Hong Kong, fazendo da vista um atrativo. As coberturas deverão ter uma área vegetada na proporção mínima de 25% da área total do pavimento inferior, e a área construída ficará limitada a 25%. A inovação do decreto está em permitir o uso dos terraços, desde que se cumpram critérios de sustentabilidade, como a implantação de área vegetada e utilização de painéis fotovoltaicos para geração de energia. O decreto também prevê a possibilidade do coroamento do edifício  junto ao rooftop,  a fim de manter a composição formal da edificação e qualificar a paisagem urbana. O coroamento pode ser caracterizado como um elemento delimitador das faces abertas de um terraço, servindo como guarda-corpo. O decreto estabelece que, quando implementado em prédios residenciais, o uso do rooftop será exclusivamente condominial e, quando implementado em prédios comerciais, o uso será condominial ou privativo de acesso público. As novas regras se aplicam a prédios já existentes, e a projetos em tramitação, caso seja do interesse do empreendedor. Cada proprietário / empreendedor interessado fará e apresentará seu projeto, bem como cobrirá os custos de implantação, sendo iniciativas individualizadas. Por isso, não há um custo total do projeto. A iniciativa não demanda recursos do município, que está incentivando, por meio de ato legal, a implementação dos rooftops sustentáveis por toda a cidade."
Cities 2020,35880,Municipality of Porto Alegre,Brazil, Latin America,"Other, please specify: Plataforma digital para desenvolvimento e gestão de indicadores de sustentabilidade do ambiente natural, urbano e edificações.","Plataforma digital para desenvolvimento e gestão de indicadores de sustentabilidade do ambiente natural, urbano e edificações -","As administrações públicas estão submetidas a uma crescente exigência para que contribuam de forma positiva para objetivos ambientais e de sustentabilidade, para que, assim, gerem impacto positivo no compromisso assumido pelo Brasil. Para auxiliar neste processo, uma ferramenta de medição que consista em uma base de dados relacionados ao uso de energia, recursos e insumos, juntamente com outros dados relevantes, pode auxiliar no entendimento e na operacionalização de processos mais eficientes e sustentáveis. Para tanto, é relevante a aquisição de plataforma que possua funcionalidades para a coleta (automática ou manual), gerenciamento e análise de dados, e para o relato (interno e externo) de informações relevantes. Com o conhecimento adquirido através da mensuração das emissões de GEE, será então possível analisar e identificar oportunidades de redução, desenvolver ações de melhoria de gestão e de processo no âmbito dos processos produtivos e urbanos, diminuindo custos e melhorando a eficiência energética, econômica, e/ou operacional nas esferas pública e privada. Neste sentido, para que possa ser desenvolvido um plano de ação e gerenciamento para redução de emissões, - que pode envolver, na esfera privada, definição de incentivos construtivos, fiscais, entre outros, e na esfera pública, redução de custos e melhoria da eficiência energética - é necessário primeiramente entender a dinâmica de produção das emissões, através da medição. Neste sentido, uma ferramenta que sistematize e auxilie o entendimento, a quantificação e o gerenciamento das emissões é fundamental. A plataforma será operacionalizada pela Coordenação de Políticas de Sustentabilidade da Secretaria Municipal do Meio Ambiente e da Sustentabilidade (Smams). CONTRATAÇÃO DA PLATAFORMA CLIMAS® E CAPACITAÇÃO PARA GERENCIAMENTO DE DADOS:A plataforma é um sistema de gestão de Gases de Efeito Estufa que coleta, organiza, gerencia e comunica informações, usando ferramentas inovadoras como o business intelligence (BI). Com uma interface amigável, a plataforma oferece a oportunidade de analisar emissões de Gases de Efeito Estufa com maior nível de profundidade, personalização e rapidez. Desta forma, o objetivo inicial é, através da plataforma contratada, sistematizar informações e tangibilizá-las em indicadores para a mensuração dos impactos causados ao meio ambiente e o estabelecimento de metas de redução de emissões e energia (ex: geração e consumo de energia, uso de recursos hídricos, emissões de gases de efeito estufa, destinação de resíduos, telhados verde e superfícies permeáveis, tratamento de efluentes). Uma vez que a sustentabilidade pode ser viabilizada através de um conjunto de iniciativas que possibilitam o equilíbrio entre questões econômicas, sociais e ambientais, é necessário mapear, monitorar informações e fortalecer a gestão de dados, iniciativas, ações e metas para se ter uma melhor gestão pública. Desta forma será possível gerar economia e melhor aproveitamento dos recursos naturais renováveis, planejar e agir de forma a conservar e preservar o equilíbrio ambiental, garantindo a manutenção dos ecossistemas. 2) CONSULTORIA DE APOIO TÉCNICO PARA AVALIAÇÃO DE SERVIÇOS ECOSSISTÊMICOSCom o apoio da consultoria, será elaborado diagnóstico propositivo que indicará as janelas de oportunidade para promoção do desenvolvimento urbano baseado na natureza.3) CONSULTORIA PARA DESENVOLVIMENTO DE INDICADORES DE SUSTENTABILIDADE Com a orientação da consultoria, será feita análise dos indicadores atuais utilizados, suas fontes de dados, controle, qualidade e uso dos mesmos pela prefeitura, assim como a análise das políticas de incentivo à sustentabilidade, com o objetivo de selecionar, definir e validar os melhores indicadores de sustentabilidade para a cidade.4) GERENCIAMENTO DE INDICADORES A consultoria dará ainda apoio técnico para monitoramento e gerenciamento dos indicadores selecionados através de uma customização da Plataforma CLIMAS®"
Cities 2020,35897,Municipality of Campinas,Brazil, Latin America,Transport,Plano Cicloviário Municipal,"In order to expand the supply of bike lanes and bike routes, the City is planning to significantly increase the extent of these lanes and bike routes in the coming years. The implementation of bike lanes will include private financing, through environmental compensation.In 2016, two bike lanes have been implemented (in Baden Powel and Norte-Sul avenues) and at least 30 km in executive projects are being funded by Municipal Fund of Environment"
Cities 2020,35897,Municipality of Campinas,Brazil, Latin America,Buildings,Casa da Sustentabilidade,"The House of Sustainability is planned as a model of sustainable technology and construction solutions. The house design was funded by the city via a contest; however, the implementation of the project will involve private entities that are interested in relating its image to questions of sustainability"
Cities 2020,35897,Municipality of Campinas,Brazil, Latin America,"Other, please specify: Linear parks",Parques Lineares,"The city legislation foresees the implementation and consolidation of forty nine linear parks in the city. The municipality intends to finance the development of executive projects, which will allow the implementation of defined priority sections through environmental compensation or other financing strategies, particularly in partnership with the private sector."
Cities 2020,36037,Santiago de Cali,Colombia, Latin America,Energy efficiency / retrofit,Cali Smart City,Distric energy in the city
Cities 2020,36037,Santiago de Cali,Colombia, Latin America,"Other, please specify: Calidad del Aire",Programa aire limpio,"la máxima aspiración de este Programaes servir como punto de partida de un diálogo colectivo donde las acciones para mejorar la calidad de aire se conviertanen un elemento para impulsar el desarrollo de la ciudad, asegurando un crecimiento social ambientalmente sostenible que garantice prosperidad e igualdad para todos."
Cities 2020,42120,City of Salvador,Brazil, Latin America,"Other, please specify: Green Areas / Protection of the Environment",Green Corridors,"The creation of Ecological Corridors, foreseen in Action 49.10 of the Resilience Strategy of Salvador, aims to implant vegetated spaces that interconnect areas affected by human activity, aiming at the conservation of biodiversity through the displacement of animals, the dispersion of seeds and the increase of coverage vegetable. The Corridor is essential for protecting the landscape, listed assets, conservation units, maintaining historical traditions and ensuring the maintenance of ecosystem services and minimizing the consequences of climate change in the region. The pilot project for an Ecological Corridor is being proposed in what will be the ""Pedra de Xangô Ecological Corridor"", foreseen in the Municipal Plan of Conservation and Recovery of the Atlantic Forest of Salvador (PMMA), which is currently under discussion, having its draft was submitted to the Municipal Environment Council of Salvador (COMAM). This initiative is part of the set of actions considered priority to achieve the specific objectives of the PMMA, forming part of the strategy for the Transatlantic Forest that seeks a point of convergence between the increase in urban tourism experience, the preservation of ecosystem services and the awareness of the theme of the Atlantic Forest."
Cities 2020,42120,City of Salvador,Brazil, Latin America,Buildings,Escolas Sustentáveis,"Sustainable Schools - The project focus on applying three Nature Based Solutions in Municipally owned Schools: school gardens, composting system and reuse of water installations in order to reduce GHG Emissions, increase green spaces in urban areas, eliminate organic waste, increase urban food production and encourage healthy eating habits.  But mainly, it aims to be an educational project, to educate kids and the youth about climate change, circular economy and NBS, making children co-responsible for the project’s maintenance and transforming them on enablers of change to adapt for climate change and move towards a more resilient city. It aims to aspire to reduce organic waste produced, reduced waste management cost, reducing methane gas emissions and strengthening circular economy."
Cities 2020,42123,City of Goiânia,Brazil, Latin America,"Other, please specify: Partnership between public power and private initiative for the preservation of the environment aiming to promote the adoption of parks (green areas) by companies.",,"It establishes partnerships between the Public Power and social entities, private companies or individuals for the purposes of implantation, remodeling, maintenance or urban, landscape and environmental improvement of the Urban Natural Parks, by means of the voluntary adoption and publicity of the acts"
Cities 2020,42123,City of Goiânia,Brazil, Latin America,Waste management,,"It establishes guidelines for the adoption of dumps by social, private or individual entities, to be installed along the public streets, in front of their establishments and / or in any other place of their choice in the Municipality of Goiânia and publicity of the acts"
Cities 2020,42123,City of Goiânia,Brazil, Latin America,Transport,,"Implantation of exclusive bus lines along the city's structural axes, including the implementation of a 20-kilometer BRT (Bus Rapid Transit) North-South line."
Cities 2020,42123,City of Goiânia,Brazil, Latin America,Waste management,,"Implementation of vehicles for the collection of recyclable waste and 3 cooperatives, I emphasize that the project foresees, at the end, the implementation of 4 cooperatives.Viability of biomass energy transformation plant and recycling plant for civil construction waste."
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,Energy efficiency / retrofit,Iluminación pública eficiente,"Este proyecto consiste en la modernización, reemplazo y expansión del sistema de alumbrado público del Distrito Metropolitano de Quito (DMQ), reemplazando las luminarias convencionales (alrededor de 223,000) por alumbrado público eficiente, promoviendo la eficiencia energética, la seguridad ciudadana, la reducción de la huella de carbono de la ciudad y generar ahorros para los ciudadanos y el gobierno municipal. Un reemplazo total de las luminarias convencionales podría significar reducir a la mitad (0.5%) la contribución del alumbrado público a la huella de carbono de Quito. El proyecto promueve la seguridad energética, al reducir el consumo de electricidad en el alumbrado público (6% del consumo total de electricidad en la ciudad ; el doble del promedio regional), además, la instalación de lámparas LED, que tienen mejores tasas de eficiencia (conversión de energía en flujo luminoso) que las lámparas convencionales, mejora los niveles de iluminación dentro del espacio público y reduce la contaminación visual y el desperdicio de luz. Debido a su fuerza física y tecnología, las lámparas LED tienen una vida útil mucho mayor (hasta 40 veces) que las lámparas incandescentes convencionales, y pueden reciclarse. El proyecto mejora el acceso a la electricidad, ya que la energía ahorrada se puede distribuir a los usuarios que actualmente no tienen acceso a los servicios de electricidad en hogares, empresas e industrias. Además, un diseño de iluminación adecuado mejora los niveles de luz, aumenta la seguridad y el atractivo estético de la ciudad para los residentes y visitantes. En cooperación con el gobierno nacional, la empresa pública local de electricidad (Empresa Eléctrica de Quito - EEQ) y las partes interesadas privadas, en los últimos años el municipio ha rehabilitado y optimizado el alumbrado público, centrando los esfuerzos en el centro histórico de Quito, donde 2.940 bombillas convencionales tienen ha sido reemplazado por sistemas de iluminación eficientes (LED), con una inversión de US $ 3 millones, lo que implica una reducción en el consumo equivalente a US $ 128,000 por año, lo que representa el desplazamiento de 715,000 tCO2e. El siguiente paso del proyecto es reemplazar el alumbrado público ornamental en Quito, ubicado en parques urbanos y áreas verdes, lo que significa el reemplazo de 1.756 luminarias concentradas principalmente en postes (77%), el suelo (17%) y fachadas (6%) , con un presupuesto de aproximadamente US $ 1 millón. Además, todos los rayos convencionales de Quito serán reemplazados."
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,Transport,Electrificación corredor ecovía y extensión corredor trolebús,
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,Waste recycling,Gestión de residuos orgánicos de mercados,"El objetivo de este proyecto es reducir las emisiones del sector de residuos mediante el tratamiento de los residuos orgánicos que ingresan al vertedero. El proyecto busca implementar una Planta de Procesamiento de Residuos Orgánicos para producir compost que luego será vendido. Este proyecto responde a la política Municpal Zero Waste. Se espera que se procesen 150,000 toneladas / año en esta planta."
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,Water management,Planta de tratamiento de aguas residuales Vindobona,"Este proyecto propone llevar a cabo una gestión completa y adecuada de los residuos líquidos de Quito generados por la población (descargas domésticas) y actividades productivas (descargas industriales), mediante la intercepción, el transporte y el tratamiento de las aguas residuales de la ciudad, descontaminando 246 km de los ríos de Quito y corrientes, minimizando los impactos que actualmente se derivan de descargas directas, mejorando la calidad de vida de la población. La infraestructura consiste en la construcción de tuberías principales de alcantarillado y colectores marginales secundarios, que transportan aguas residuales a las plantas de recuperación de agua. Se instalarán interceptores, haciendo desaparecer los malos olores, mejorando la calidad del aire y la convivencia ciudadana pacífica cerca de los ríos ahora contaminados. Proponer transformar las zonas de influencia degradadas de los ríos en áreas utilizables para riego y energía hidroeléctrica, así como áreas verdes para recreación y paisajismo, correctores ecológicos potenciales para la protección de la biodiversidad. Además, el proyecto propone la generación de electricidad renovable mediante la construcción de tres plantas hidroeléctricas. Además de convertir el proyecto en autosuficiente, la electricidad generada cambiará la venta del exceso de producción (28 MW / h) al sistema de distribución de electricidad de la ciudad o el país. Esto evitará la generación termoeléctrica, lo que generará ahorros económicos al evitar el uso de combustibles fósiles y al mismo tiempo reducirá las emisiones de gases de efecto invernadero a la atmósfera. Solo se ha construido una planta de recuperación de agua en el sur de la ciudad, la planta Quitumbe, con Una inversión de 12,5 millones de dólares."
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,Waste recycling,Generación eléctrica a partir de biogás.,"Generación de electricidad con el biogás del relleno sanitario de Quito. Este proyecto consiste en la utilización del biogás del relleno sanitario de Quito para la generación de electricidad, como parte de la política de cero residuos del Distrito, que promueve la prevención, minimización y separación de fuentes de residuos, así como una recolección, tratamiento y eliminación de residuos responsable y eficiente. La empresa pública metropolitana de gestión de residuos sólidos (EMGIRS) está a cargo del relleno sanitario de Quito ""El Inga"", donde se depositan los residuos sólidos domésticos recogidos de la ciudad y 33 parroquias rurales desde 2003 (aproximadamente 2.000 toneladas por día, de las cuales el 57% son residuos orgánicos, el 24% son residuos reciclables y el 19% son rechazos). Existe una red de tuberías para capturar biogás dentro de todo el relleno sanitario ""El Inga"", que conduce a una chimenea donde se incinera el biogás. Con una inversión de aproximadamente US $ 7 millones, a fines de 2015 habrá una planta de energía de biogás ensamblado dentro del relleno sanitario “El Inga”, comenzando a generar 2MW / h, y esperando generar 5MW / h para fines de 2016. La generación de energía eléctrica a través del biogás del relleno sanitario de Quito contribuye a la red nacional, como fuente de energías renovables convencionales, apoyando la nueva matriz energética nacional. También mitiga el impacto ambiental causado por la emisión de gases de efecto invernadero, en este caso, metano. Esta acción reducirá 144,000 tCO2e por año."
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,"Other, please specify: Esquema de compensación de huella de carbono",Esquema de compensación de huella de carbono,"Bosques, compensación y deforestación evitada. La Secretaría de Medio Ambiente del DMQ trabaja en un Mecanismo de Compensación de la Huella de Carbono (emisiones de gases de efecto invernadero), a través de un piloto. Con este proyecto se busca implementar acciones de sostenibilidad local con una posible reducción de la huella de carbono, que se financiarán con recursos de actores territoriales interesados ​​en compensar sus emisiones que ya no son factibles de reducir, en el contexto de sus políticas de sostenibilidad. Una de las opciones de compensación es precisamente mantener y administrar áreas forestales donde se garantice la deforestación evitada."
Cities 2020,42178,Distrito Metropolitano de Quito,Ecuador, Latin America,Buildings,Transferencia de edificabilidad en zonas de conservación Centro Histórico de Quito,"La vivienda en el CHQ  puede resultar rentable incluso con una escasa o nula inversión, debido a que en esta centralidad urbana existe una importante demanda de  alquiler de inmuebles  para uso comercial y  residencial (viviendas, garajes, bodegas, locales comerciales y cuartos de  alquiler de bajo costo. "
Cities 2020,42388,Intendencia de Montevideo,Uruguay, Latin America,Water management,Transformación Integral de la cuanca del Arroyo Pantanoso,Esta en etapa de discusión pùblica
Cities 2020,43970,Alcaldía Distrital de Barranquilla,Colombia, Latin America,Water management,,Se busca optimizar y ampliar el sistema de tratamiento de aguas residuales de Barranquilla
Cities 2020,43970,Alcaldía Distrital de Barranquilla,Colombia, Latin America,"Other, please specify: amplia red de monitoreo calidad de aire",,"Ampliar las estaciones para el monitreo de la calidad de aire, se necesitan dos estaciones adicionales"
Cities 2020,43970,Alcaldía Distrital de Barranquilla,Colombia, Latin America,Water management,Plan de recuperación de la ciénaga de Mallorquín,
